Issue Type,Priority,Issue key,Issue id,Summary,Assignee,Reporter,Status,Fix Version/s,Fix Version/s,Fix Version/s,Fix Version/s,Fix Version/s,Fix Version/s,Fix Version/s,Fix Version/s,Fix Version/s,Affects Version/s,Affects Version/s,Affects Version/s,Affects Version/s,Affects Version/s,Affects Version/s,Affects Version/s,Affects Version/s,Affects Version/s,Affects Version/s,Affects Version/s,Component/s,Component/s,Component/s,Component/s,Component/s,Component/s,Component/s,Component/s,Component/s,Component/s,Component/s,Component/s,Component/s,Component/s,Component/s,Custom field (Found in Build),Created,Resolution
Defect,2 - High,APPS-14143,22393797,delay with getting MTS wire response,,WAllen,Closed,,,,,,,,,,APPS 3.2,,,,,,,,,,,Fraud - US Payment Fraud Detection,,,,,,,,,,,,,,,6.7,03/May/2016 02:33 PM,Cannot Reproduce
Defect,3 - Medium,APPS-14085,22393693,DOB field is off by one day for subject added as Part F to a FINCEN/SAR,,pbaumann,Closed,,,,,,,,,,APPS 3.1,,,,,,,,,,,FinCEN SAR Solution,Investigator - Disclosures Framework,,,,,,,,,,,,,,6.1.2.118,02/May/2016 05:06 PM,Won't Fix
Defect,2 - High,APPS-14083,22393599,CLONE - [FTB-124] - Wire transaction Errors due to duplicate key on EPFWIRE_COUNTERPARTY_ID_NAME,,davegarrett,Closed,,,,,,,,,,APPS 2.3,APPS 3.2,,,,,,,,,,Fraud - Payment Fraud Specification,Fraud - US Payment Fraud Detection,,,,,,,,,,,,,,6.1.2,29/Apr/2016 06:56 PM,Project Config Issue
Defect,4 - Low,APPS-14082,22393589,Typos in EIM resources,TFortin,TFortin,Resolved,APPS 4.3,,,,,,,,,APPS 4.2,,,,,,,,,,,Investigator - Screen Captions and Toolbars,,,,,,,,,,,,,,,7.2.0.6,29/Apr/2016 05:13 PM,Fixed
Defect,2 - High,APPS-14081,22393588,AML SA - Inconsistent format for several fields from the AlertFeedback datasource,TFortin,TFortin,Resolved,APPS 4.3,,,,,,,,,APPS 4.1,APPS 4.2,,,,,,,,,,AML Detection,,,,,,,,,,,,,,,7.0,29/Apr/2016 05:06 PM,Fixed
Defect,3 - Medium,APPS-14079,22393583,Scenario AML DS39 (version 2013) doesn't trigger - Dates reversed in DAYDIFF,TFortin,TFortin,Rejected,APPS 4.5,,,,,,,,,APPS 4.0,APPS 4.1,APPS 4.2,,,,,,,,,AML Detection,,,,,,,,,,,,,,,7.0,29/Apr/2016 04:47 PM,Not an issue
Defect,3 - Medium,APPS-14078,22393475,V7.2.1 Error in database script 30_create_cat_views.sql,,CKeegan,Closed,,,,,,,,,,APPS 4.2,,,,,,,,,,,Database ,,,,,,,,,,,,,,,7.2.1.0,28/Apr/2016 01:30 PM,Duplicate
Defect,3 - Medium,APPS-14077,22393463,CLONE - AML Quality Assurance can access Create Case,ATomaszewska,amoreno,Assigned,,,,,,,,,,APPS 4.0.1,,,,,,,,,,,AML Investigation,,,,,,,,,,,,,,,4.2,28/Apr/2016 10:46 AM,
Defect,3 - Medium,APPS-14076,22393389,PF - Acquit action should update last_updated_timestamp on Payment entity,LKonieczka,LKonieczka,Resolved,APPS 4.3,,,,,,,,,APPS 4.3,,,,,,,,,,,Fraud - Payment Fraud Investigation,,,,,,,,,,,,,,,4.3,27/Apr/2016 03:03 PM,Fixed
Defect,3 - Medium,APPS-14075,22393376,base.normalization.cache system parameter handled very badly in SVN,CMurphy,CMurphy,Resolved,APPS 4.3,,,,,,,,,APPS 4.1,,,,,,,,,,,WLM Investigation,,,,,,,,,,,,,,,7.1.1.8,27/Apr/2016 12:19 PM,Fixed
Defect,3 - Medium,APPS-14073,22393317,CLONE - OFAC Cust:  Unlink Key action is not displayed for Alert in Linked Closed status,,YGossert,Rejected,,,,,,,,,,APPS 3.2,,,,,,,,,,,WLM Investigation,,,,,,,,,,,,,,,6.7.2.18,26/Apr/2016 08:35 PM,Not an issue
Defect,2 - High,APPS-14072,22393316,"CLONE - (APPS) EPF Wire: In wire response message, there is a space at the end of the Transaction UID value which seem to be causing MTS to trap and not process the response back to MTS.",YGossert,YGossert,Resolved,APPS 4.3,,,,,,,,,APPS 3.2,,,,,,,,,,,Fraud - US Payment Fraud Detection,,,,,,,,,,,,,,,6.7.2.18,26/Apr/2016 08:18 PM,Fixed
Defect,3 - Medium,APPS-14070,22393131,CLONE - One Click Create Alert not working in standard build,,EShirley,Closed,,,,,,,,,,APPS 4.1,,,,,,,,,,,Investigator - Alerts,,,,,,,,,,,,,,,7.1.1.8,25/Apr/2016 02:43 PM,Duplicate
Defect,3 - Medium,APPS-14069,22393120,[PLAT-19989] CLONE - One Click Create Case not working - Domains soft deleted,BNolan,EShirley,Assigned,,,,,,,,,,APPS 4.1,,,,,,,,,,,Investigator - Workflow,,,,,,,,,,,,,,,7.1.1.8,25/Apr/2016 02:32 PM,
Defect,3 - Medium,APPS-14067,22393043,PFACH_PAYMENTS_STG  table- index on BATCH_ID is missing,ssomanchi,ssomanchi,Resolved,APPS 4.3,,,,,,,,,APPS 4.2,,,,,,,,,,,Fraud - US Payment Fraud Detection,,,,,,,,,,,,,,,"APPS_4.2.1;Core 7.2.0.6",22/Apr/2016 05:07 PM,Fixed
Defect,3 - Medium,APPS-14066,22393016,PLAT-19150: Workflow action 'EIM__uAssociatedPartyAddCorrespondence' of workflow 'EIM__uiAssociatedParty' failed,KWeclewski,KWeclewski,Resolved,APPS 4.3,,,,,,,,,APPS 4.2,,,,,,,,,,,Investigator - Cases,,,,,,,,,,,,,,,a4.3.0.0_a578 ,22/Apr/2016 02:10 PM,Fixed
Defect,3 - Medium,APPS-14063,22392899,When there is no PRIMARY_CUSTOMER_ID in TRANSACTIONS table transaction details screen don't show the data for the transaction,,BNiemienionek,Closed,APPS 4.3,,,,,,,,,APPS 4.3,,,,,,,,,,,Investigator - Transactions,,,,,,,,,,,,,,,Version Details - C1_4.3.0.0-a256,21/Apr/2016 11:09 AM,Fixed
Defect,3 - Medium,APPS-14062,22392708,AMLCB: Screens - TC 013,LKonieczka,LKonieczka,Resolved,APPS 4.3,,,,,,,,,APPS 4.3,,,,,,,,,,,CasperJS Tests,,,,,,,,,,,,,,,APPS_4.3.0.0-a575,19/Apr/2016 02:19 PM,Fixed
Defect,3 - Medium,APPS-14061,22392706,AMLCB: Screens - TC 008,LKonieczka,LKonieczka,Resolved,APPS 4.3,,,,,,,,,APPS 4.3,,,,,,,,,,,CasperJS Tests,,,,,,,,,,,,,,,APPS_4.3.0.0-a575,19/Apr/2016 02:17 PM,Fixed
Defect,3 - Medium,APPS-14060,22392705,AMLCB: Screens - TC 005,LKonieczka,LKonieczka,Resolved,APPS 4.3,,,,,,,,,APPS 4.3,,,,,,,,,,,CasperJS Tests,,,,,,,,,,,,,,,APPS_4.3.0.0-a575,19/Apr/2016 02:16 PM,Fixed
Defect,3 - Medium,APPS-14059,22392668,Lack of parameter Customer_Category_Sub-Customer,JRajek,JRajek,Resolved,APPS 4.3,,,,,,,,,APPS 4.2,,,,,,,,,,,AML Correspondent Banking Investigation,,,,,,,,,,,,,,,4.2.1,19/Apr/2016 08:47 AM,Fixed
Defect,4 - Low,APPS-14058,22392633,CLONE - Minor Group - Defaut sort incorrect,LKonieczka,azrimangsor,Assigned,,,,,,,,,,APPS 4.2,,,,,,,,,,,Investigator - Minor Groups,,,,,,,,,,,,,,,7.1,18/Apr/2016 06:33 PM,
Defect,3 - Medium,APPS-14057,22392612,CLONE - OFAC Cust: (APPS) Assigned to field Changes when user click on Match key action,,WAllen,Closed,APPS 4.6,,,,,,,,,APPS 3.2,,,,,,,,,,,WLM Investigation,,,,,,,,,,,,,,,6.7.2.18,18/Apr/2016 03:10 PM,Duplicate
Defect,3 - Medium,APPS-14049,22392392,Empty line in db script 30_create_cat_views.sql,,JRajek,Closed,,,,,,,,,,APPS 4.2,,,,,,,,,,,Database ,,,,,,,,,,,,,,,4.2.1,15/Apr/2016 09:27 AM,Not an issue
Defect,3 - Medium,APPS-14048,22392374,OFAC Cust:  Unlink Key action is not displayed for Alert in Linked Closed status,YGossert,YGossert,Rejected,,,,,,,,,,APPS 3.2,,,,,,,,,,,WLM Investigation,,,,,,,,,,,,,,,6.7.2.18,14/Apr/2016 11:05 PM,Duplicate
Defect,2 - High,APPS-14046,22392244,OFAC Wire: Unlink Key action is not displayed for an Alert status is Linked from linked Closed status only,WAllen,WAllen,Resolved,,,,,,,,,,APPS 3.2,,,,,,,,,,,WLM Investigation,,,,,,,,,,,,,,,6.7.2.18,14/Apr/2016 02:43 AM,Fixed
Defect,3 - Medium,APPS-14116,22392233,(PLAT) IE 11 - Bug with Rendering Pages Using IE 11 Edge Mode,sally.maloney2,YGossert,Rejected,,,,,,,,,,APPS 3.2,,,,,,,,,,,Investigator - Cases,,,,,,,,,,,,,,,6.7,13/Apr/2016 05:05 PM,Not an issue
Defect,2 - High,APPS-14045,22392000,CLONE - OFAC Cust: Duplicate Batches are showing on Batch Name dropdown,,WAllen,Closed,,,,,,,,,,APPS 4.2,,,,,,,,,,,WLM Investigation,,,,,,,,,,,,,,,6.7.2.3,12/Apr/2016 05:40 PM,Cannot Reproduce
Defect,3 - Medium,APPS-14044,22391944,AMLCB Alert Details - Creating an alert on a linked account causes application error,TKazmierczak,TKazmierczak,Resolved,APPS 4.3,,,,,,,,,APPS 4.3,,,,,,,,,,,AML Correspondent Banking Investigation,,,,,,,,,,,,,,,4.3.0.0-a570,12/Apr/2016 09:04 AM,Fixed
Defect,4 - Low,APPS-14042,22391897,CLONE - OFAC Cust: Alerts with status Disproved are not displayed in Batch results page,WAllen,WAllen,Resolved,APPS 4.4,,,,,,,,,APPS 3.2,,,,,,,,,,,WLM Investigation,,,,,,,,,,,,,,,6.7,11/Apr/2016 04:19 PM,Fixed
Defect,2 - High,APPS-14041,22391887,Security filtering on details screens is missing,,JPerek,Closed,APPS 4.6,,,,,,,,,APPS 2.3,APPS 3.0,APPS 3.1,APPS 4.0,APPS 4.0.1,APPS 4.1,APPS 4.2,,,,,Investigator - Screens,,,,,,,,,,,,,,,4.2,11/Apr/2016 03:03 PM,Fixed
Defect,3 - Medium,APPS-14038,22391625,CLONE - NetRevealLogger failing on logging info in storm,,nicholasdeis,Closed,,,,,,,,,,APPS 4.2,,,,,,,,,,,AAM SNA Detection,,,,,,,,,,,,,,,7.1,06/Apr/2016 08:57 PM,Won't Fix
Defect,3 - Medium,APPS-14037,22391622,NetRevealLogger failing on logging info in storm,nicholasdeis,nicholasdeis,Rejected,,,,,,,,,,APPS 4.4,,,,,,,,,,,AAM SNA Detection,,,,,,,,,,,,,,,7.1,06/Apr/2016 08:22 PM,User Error
Defect,3 - Medium,APPS-14033,22391408,Case Section in Customer Screen is not filtering by OrgUnit,lteo,lteo,Resolved,APPS 4.5,,,,,,,,,APPS 4.2,,,,,,,,,,,Investigator - Cases,Investigator - Customers/Subjects,,,,,,,,,,,,,, 7.2.0.6,05/Apr/2016 02:56 AM,Fixed
Defect,2 - High,APPS-14031,22391341,Profile chains on processing Wire messages,EBaggott,ssomanchi,Resolved,APPS 4.8,,,,,,,,,APPS 4.3,,,,,,,,,,,Fraud - US Payment Fraud Detection,,,,,,,,,,,,,,,"APPS_4.2.1, Core : 7.2.0.6",04/Apr/2016 04:00 PM,Fixed
Defect,3 - Medium,APPS-14032,22391331,BNYM-7[CLONE] - Previously received Aged patches do not work on new cases.,,anuballa,Closed,,,,,,,,,,APPS 3.1,,,,,,,,,,,Investigator - Cases,,,,,,,,,,,,,,,6.1.2.124,04/Apr/2016 03:19 PM,Won't Fix
Defect,3 - Medium,APPS-14034,22391285,Case Section in Customer Screen is not filtering by OrgUnit,,lteo,Closed,,,,,,,,,,APPS 4.1,,,,,,,,,,,Investigator - Cases,Investigator - Customers/Subjects,,,,,,,,,,,,,,7.2.0.6,04/Apr/2016 10:25 AM,Duplicate
Defect,3 - Medium,APPS-14029,22391235,[PLAT-19321] [BNYM-82] - Disclosure Step B does not allow multiple selections of Financial Institutions when one is on page 1 and the other is on page 2.,,KChoi2,Closed,,,,,,,,,,APPS 3.1,,,,,,,,,,,Investigator - Disclosures Framework,,,,,,,,,,,,,,,6.1.2.124,01/Apr/2016 11:06 PM,Core Product Issue
Defect,3 - Medium,APPS-14028,22391227,CLONE - Remove Corporate Security flag on cases rerouted to a New state.,,stevenchao,Closed,,,,,,,,,,APPS 3.1,,,,,,,,,,,AML Investigation,,,,,,,,,,,,,,,6.1.2.124,01/Apr/2016 07:58 PM,Fixed
Defect,Uncategorised,APPS-14039,22391215,"AML alert - Alert Details page, Assemble and View information tab contains both buttons and hyperlinks.",,jranaldi,Closed,,,,,,,,,,APPS 4.2,,,,,,,,,,,Investigator - Cases,,,,,,,,,,,,,,,7.2.0.2,01/Apr/2016 03:53 PM,Not an issue
Defect,3 - Medium,APPS-14027,22390800,"[BOTW-407] - New Tasks are not displaying in ""View Tasks - Weekly View""",,ddechent,Closed,,,,,,,,,,APPS 2.3,,,,,,,,,,,Investigator - Tasks,,,,,,,,,,,,,,,6.1.2.124,28/Mar/2016 10:55 PM,Not an issue
Defect,3 - Medium,APPS-14026,22390731,[FTB-144] - Multi page E-files are only picking up one page of approved disclosures,,ddechent,Closed,APPS 4.3,,,,,,,,,APPS 3.2,,,,,,,,,,,FinCEN SAR Solution,Investigator - Disclosures Framework,,,,,,,,,,,,,,3.2.1,24/Mar/2016 11:48 PM,Fixed
Defect,3 - Medium,APPS-14024,22390665,FTS Applicants - delta query has incorrect logic,LKonieczka,LKonieczka,Resolved,APPS 4.3,,,,,,,,,APPS 4.3,,,,,,,,,,,Free Text Search,,,,,,,,,,,,,,,4.3,24/Mar/2016 11:29 AM,Fixed
Defect,3 - Medium,APPS-14019,22389972,Acquit and confirm actions are displayed multiple times in the action dropdown in audit log,KYadav,ASundararajan,New,,,,,,,,,,APPS 4.1,,,,,,,,,,,Fraud - Check & Deposit Fraud Investigation,,,,,,,,,,,,,,,7.1,16/Mar/2016 07:33 PM,
Defect,3 - Medium,APPS-14017,22389898,sql error - db2,LKonieczka,LKonieczka,Check In Approved,APPS 4.3,,,,,,,,,APPS 4.3,,,,,,,,,,,Database ,,,,,,,,,,,,,,,4.3,16/Mar/2016 11:07 AM,
Defect,4 - Low,APPS-14016,22389897,[PLAT-19258] Alignment of 'Date' on X-Axis is off-centre in C&C Chart View,LKonieczka,NHobson,New,,,,,,,,,,APPS 4.3,,,,,,,,,,,Command and Control,,,,,,,,,,,,,,,4.3,16/Mar/2016 11:07 AM,
Defect,3 - Medium,APPS-14015,22389870,Account Details - Alerts - Create an Alert to Account issue,,waliazizan,Closed,APPS 4.3,,,,,,,,,APPS 4.3,,,,,,,,,,,Investigator - Accounts,,,,,,,,,,,,,,,4.3.0.0-a129,16/Mar/2016 08:21 AM,Fixed
Defect,4 - Low,APPS-14014,22389678,CLONE - First line of notification text displays more than 100 chars of text,ASundararajan,ASundararajan,Resolved,APPS 4.3,,,,,,,,,APPS 4.1,,,,,,,,,,,Fraud - Check & Deposit Fraud Investigation,,,,,,,,,,,,,,,7.1,14/Mar/2016 03:42 PM,Fixed
Defect,3 - Medium,APPS-14013,22389674,[EUS002794-288] Administrator Group unable to access Group Screens,,krissygodios,Rejected,,,,,,,,,,APPS 4.1,,,,,,,,,,,Administration ,,,,,,,,,,,,,,,7.1.1.5,14/Mar/2016 02:46 PM,Not an issue
Defect,3 - Medium,APPS-14012,22389651,sysPA_CheckApplicationNameAgainstAppType validator shoud contain also CTR,PStarobrat,PStarobrat,Resolved,APPS 4.3,,,,,,,,,APPS 4.3,,,,,,,,,,,Dev & Ops,,,,,,,,,,,,,,,4.3.0.0-u03,14/Mar/2016 12:09 PM,Fixed
Defect,3 - Medium,APPS-14011,22389625,Interactive List - section EIM__CaseDetails_WebEvents_v42 error,LKonieczka,LKonieczka,Rejected,APPS 4.3,,,,,,,,,APPS 4.3,,,,,,,,,,,Investigator - Screens,,,,,,,,,,,,,,,APPS_4.3.0.0-a542,14/Mar/2016 08:40 AM,Cannot Reproduce
Defect,3 - Medium,APPS-14010,22389624,sql error,LKonieczka,LKonieczka,Rejected,APPS 4.3,,,,,,,,,APPS 4.2,,,,,,,,,,,Investigator - Alerts,,,,,,,,,,,,,,,APPS_4.3.0.0-a542,14/Mar/2016 08:37 AM,Cannot Reproduce
Defect,3 - Medium,APPS-14008,22389270,Assoc Info passport and driving licence error,KWeclewski,KWeclewski,Resolved,APPS 4.3,,,,,,,,,APPS 4.3,,,,,,,,,,,Investigator - Associated Information ,,,,,,,,,,,,,,,4.3.0.0-a537,09/Mar/2016 10:50 AM,Fixed
Defect,3 - Medium,APPS-14025,22389211,[FTB-158] - The User Credited data element on the add/edit Financials page is displaying the wrong name when there are multiple recoveries.,,ddechent,Closed,APPS 4.3,,,,,,,,,APPS 3.2,,,,,,,,,,,Fraud - Manual Check Fraud Investigation,,,,,,,,,,,,,,,3.2.1,08/Mar/2016 07:31 PM,Fixed
Defect,3 - Medium,APPS-14004,22388796,TRANSACTION.CURRENCY_CODE_ORIG is missing a datatype,SHanley,SHanley,Resolved,APPS 4.3,,,,,,,,,APPS 4.1,,,,,,,,,,,Acquisition and IFS,,,,,,,,,,,,,,,7.1.1.6,03/Mar/2016 05:50 PM,Fixed
Defect,2 - High,APPS-14003,22388765,Detection AML CB - CB008 doesn't trigger when expected. Issue with priorities between entities.,KBaranowski,TFortin,New,,,,,,,,,,APPS 4.0,APPS 4.0.1,APPS 4.1,,,,,,,,,AML Correspondent Banking Detection,,,,,,,,,,,,,,,7.1,03/Mar/2016 01:58 PM,
Defect,2 - High,APPS-14002,22388725,Detection AML CB - CB017 uses Counterparty monitoring list but no screen to maintain that list and error in SM,TFortin,TFortin,Resolved,APPS 4.3,,,,,,,,,APPS 4.0,APPS 4.0.1,APPS 4.1,,,,,,,,,AML Correspondent Banking Detection,,,,,,,,,,,,,,,7.1,03/Mar/2016 11:46 AM,Fixed
Defect,3 - Medium,APPS-14000,22388713,test data needs to be updated due to moving WebEventAccountDispatcherSynch to EIM,KBaranowski,KBaranowski,Resolved,APPS 4.3,,,,,,,,,APPS 4.2,,,,,,,,,,,Fraud - US Payment Fraud Detection,,,,,,,,,,,,,,,7.2.0.10,03/Mar/2016 11:00 AM,Fixed
Defect,2 - High,APPS-13999,22388712,"Detection AML CB - CB020/CB021 should be on original amount, not base, and filter on dollar",,TFortin,Closed,,,,,,,,,,APPS 4.0,APPS 4.0.1,APPS 4.1,,,,,,,,,AML Correspondent Banking Detection,,,,,,,,,,,,,,,7.1,03/Mar/2016 10:57 AM,Not an issue
Defect,3 - Medium,APPS-13998,22388649,[APPSDEV-924] RBR parameters should be commented out by default in base_config.properties,SHanley,SHanley,Resolved,APPS 4.8,,,,,,,,,APPS 4.0.1,,,,,,,,,,,Installation,,,,,,,,,,,,,,,7.1.1.6,02/Mar/2016 05:11 PM,Fixed
Defect,2 - High,APPS-13993,22388506,"For outbound wire, Originator info does not display to UI or saved to database",YGossert,YGossert,Need More Info,,,,,,,,,,APPS 3.2,,,,,,,,,,,Fraud - US Payment Fraud Detection,,,,,,,,,,,,,,,6.7.2.15,01/Mar/2016 10:25 PM,
Defect,4 - Low,APPS-13992,22388489,CLONE - Minor Group - Defaul sort incorrect,,azrimangsor,Rejected,APPS 4.3,,,,,,,,,APPS 4.1,,,,,,,,,,,Fraud - Check & Deposit Fraud Investigation,,,,,,,,,,,,,,,7.1,01/Mar/2016 07:10 PM,Not an issue
Defect,3 - Medium,APPS-14199,22388408,Custom permissions not found during application configuration import,dkjones,djones4,New,,,,,,,,,,APPS 4.2,,,,,,,,,,,Fraud - Check & Deposit Fraud Investigation,,,,,,,,,,,,,,,7.2,29/Feb/2016 09:17 PM,
Defect,2 - High,APPS-13991,22388401,EPF generic model generates profile chains when processing Batch data,GYennu,GYennu,Resolved,APPS 4.8,,,,,,,,,APPS 4.1,,,,,,,,,,,Fraud - Generic Payment Fraud Detection ,Performance ,,,,,,,,,,,,,,7.1.1,29/Feb/2016 06:46 PM,Fixed
Defect,3 - Medium,APPS-13990,22388384,Build Scripts to merge tagging config files from verticals,jitenderkumarsharma,jitenderkumarsharma,Rejected,APPS 4.2,,,,,,,,,APPS 4.1,,,,,,,,,,,Build Delivery and Build Notes ,,,,,,,,,,,,,,,4.1,29/Feb/2016 04:28 PM,User Error
Defect,3 - Medium,APPS-13989,22388187,AAM Processing config has hardcoded home.,,TSmaege,Rejected,APPS 4.2,,,,,,,,,APPS 4.2,,,,,,,,,,,Installation,,,,,,,,,,,,,,,4.2.1,26/Feb/2016 04:25 PM,Done
Defect,3 - Medium,APPS-13988,22388136,PLAT-17952: Framework Refresh CRON,,TSmaege,Closed,APPS 4.2,,,,,,,,,APPS 4.2,,,,,,,,,,,Installation,,,,,,,,,,,,,,,4.2.1,26/Feb/2016 10:10 AM,Fixed
Defect,3 - Medium,APPS-13987,22388090,CLONE - Use of ranges not possible in CaseRisk data field in Case details screen,MMalkowski,CGinty,Assigned,,,,,,,,,,APPS 4.0.1,,,,,,,,,,,EIM Framework,,,,,,,,,,,,,,,7.1.3,25/Feb/2016 03:59 PM,
Defect,4 - Low,APPS-13986,22387968,CLONE - Add note in Notifications -> linked to cases tab should give error when no items are selected and action is performed,ASundararajan,ASundararajan,Resolved,APPS 4.7,,,,,,,,,APPS 4.1,APPS 4.4.0.1,APPS 4.5.1,APPS 4.6,,,,,,,,Investigator - Alerts,,,,,,,,,,,,,,,7.1,24/Feb/2016 04:03 PM,Fixed
Defect,3 - Medium,APPS-13985,22387962,[PLAT-19172] Watchperson Check screen: sorting in the list section doesn't work,,TKukushkina,Closed,APPS 4.3,,,,,,,,,APPS 4.1,,,,,,,,,,,WLM Investigation,,,,,,,,,,,,,,,7.1.1.1,24/Feb/2016 03:45 PM,Core Product Issue
Defect,3 - Medium,APPS-13984,22387889,[RBCEIM-95] - Case Closure date is blank in GCM.,,pbaumann,Closed,,,,,,,,,,APPS 2.3,,,,,,,,,,,Investigator - Disclosures Framework,,,,,,,,,,,,,,,6.1.2.118 ,23/Feb/2016 08:11 PM,Answered
Defect,2 - High,APPS-13982,22387766,Error in processing vml-0536 - AMLCB,,KWeclewski,Closed,APPS 4.4,,,,,,,,,APPS 4.3,,,,,,,,,,,AML Detection,,,,,,,,,,,,,,,APPS_4.3.0.0-a527,22/Feb/2016 01:12 PM,Cannot Reproduce
Defect,3 - Medium,APPS-13981,22387760,CLONE - Normalisations from test system included in build,RHome,RHome,Rejected,APPS 4.3,,,,,,,,,APPS 4.0,,,,,,,,,,,WLM Detection,,,,,,,,,,,,,,,4.0,22/Feb/2016 12:55 PM,Not an issue
Defect,4 - Low,APPS-13979,22387632,AAM Users have wrong permissions on Alert/Case Entities,MMalkowski,RJackowiak,New,,,,,,,,,,APPS 4.3,,,,,,,,,,,Investigator - Screens,,,,,,,,,,,,,,,4.3.0.0-a112,19/Feb/2016 12:53 PM,
Defect,Uncategorised,APPS-13977,22387576,Associated Party Screen - Subjects - New Associated Party button issue,MMalkowski,waliazizan,New,,,,,,,,,,APPS 4.2,APPS 4.3,,,,,,,,,,Investigator - Associated Parties,,,,,,,,,,,,,,,4.2.0,19/Feb/2016 07:47 AM,
Defect,2 - High,APPS-13976,22387545,[PLAT-19134] Export to .csv file contains truncated Alert info when full text is needed.,DKnyazev,DKnyazev,Resolved,APPS 4.3,,,,,,,,,APPS 4.1,,,,,,,,,,,Investigator - Alerts,,,,,,,,,,,,,,,4.1.0,18/Feb/2016 05:08 PM,Fixed
Defect,3 - Medium,APPS-13975,22387540,Link Employee to New Alert/Link Another Employee to Alert actions missing,MRatajczyk,JLalor,New,,,,,,,,,,APPS 4.2,APPS 4.3,,,,,,,,,,Investigator - Employees,,,,,,,,,,,,,,,4.3.0.0-a526,18/Feb/2016 04:37 PM,
Defect,3 - Medium,APPS-13974,22387518,Default should be 20 for all list sections,MMalkowski,JLalor,Assigned,,,,,,,,,,APPS 4.2,,,,,,,,,,,Investigator - Screens,,,,,,,,,,,,,,,4.2.0.0.505,18/Feb/2016 03:42 PM,
Defect,4 - Low,APPS-13971,22387465,All Subjects - View As drop down caption issue,MMalkowski,waliazizan,New,,,,,,,,,,APPS 4.2,APPS 4.3,APPS 4.6,,,,,,,,,Investigator - Customers/Subjects,,,,,,,,,,,,,,,4.2.0,18/Feb/2016 07:41 AM,
Defect,2 - High,APPS-13969,22387426,CLONE - AlertFeedback data creating new alerts,JLalor,CGinty,Assigned,,,,,,,,,,APPS 4.0,,,,,,,,,,,AML Detection,,,,,,,,,,,,,,,7.1.3,17/Feb/2016 05:31 PM,
Defect,3 - Medium,APPS-13968,22387424,PLAT-19193: AML CB configuration includes peer grouping scenario CB015 but peer grouping isn't compatible with 2-sided profiling,,TFortin,Closed,APPS 4.5,,,,,,,,,APPS 4.0,APPS 4.0.1,APPS 4.1,APPS 4.2,,,,,,,,AML Correspondent Banking Detection,,,,,,,,,,,,,,,7.x,17/Feb/2016 04:59 PM,Fixed
Defect,3 - Medium,APPS-13967,22387395,CLONE - Case Details - Case name does not appear up to 55 characters,,azrimangsor,Rejected,,,,,,,,,,APPS 4.1,,,,,,,,,,,Investigator - Cases,,,,,,,,,,,,,,,7.1,17/Feb/2016 02:05 PM,Not an issue
Defect,3 - Medium,APPS-13962,22387062,Unable to find parent permission /Employee of permission Buttons. - CFG-20103,PStarobrat,LKonieczka,Verified,APPS 4.3,,,,,,,,,APPS 4.3,,,,,,,,,,,Investigator - Screens,,,,,,,,,,,,,,,4.3.0,15/Feb/2016 08:10 AM,Fixed
Defect,Uncategorised,APPS-13961,22386901,CLONE - link Alert Status drop down is empty,amoreno,amoreno,Resolved,APPS 4.1,,,,,,,,,APPS 4.0,,,,,,,,,,,AML Investigation,,,,,,,,,,,,,,,1,12/Feb/2016 10:03 AM,Fixed
Defect,3 - Medium,APPS-13960,22386832,[PLAT-19062] Many incorrect characters in base_config.properties file,PStarobrat,PStarobrat,Resolved,APPS 4.2,,,,,,,,,APPS 4.2,,,,,,,,,,,Installation,,,,,,,,,,,,,,,4.2.0,11/Feb/2016 12:20 PM,Fixed
Defect,2 - High,APPS-13959,22386718,CB Transaction details screen for Accounts is not available.,,DKnyazev,Rejected,,,,,,,,,,APPS 4.1,,,,,,,,,,,AML Correspondent Banking Investigation,,,,,,,,,,,,,,,build.86,10/Feb/2016 11:25 AM,Project Config Issue
Defect,2 - High,APPS-13958,22386703,Configuration modularization issue - WEB_EVENTS (Framework) are dependent on ONLINE_USERS (Payment Fraud),,JPerek,Rejected,APPS 4.3,,,,,,,,,APPS 4.2,,,,,,,,,,,Acquisition and IFS,,,,,,,,,,,,,,,4.2,10/Feb/2016 08:46 AM,Done
Defect,3 - Medium,APPS-13957,22386581,Single Vertical Installation - CDD - error in processing EIM_InserWebEvent,DCooper,KWeclewski,Assigned,,,,,,,,,,APPS 4.3,,,,,,,,,,,Installation,,,,,,,,,,,,,,,4.0.2,09/Feb/2016 09:08 AM,
Defect,3 - Medium,APPS-13953,22386417,Workflow action 'EIM__uAlertAssign_mass' of workflow 'EIM__uiAlert' failed,KWeclewski,KWeclewski,Resolved,APPS 4.3,,,,,,,,,APPS 4.2,,,,,,,,,,,CDD Investigation,,,,,,,,,,,,,,,4.2.0.0,05/Feb/2016 02:11 PM,Fixed
Defect,3 - Medium,APPS-13952,22386416, Workflow action 'EIM__uAssignCases' of workflow 'EIM__uiCase' failed CFG-41003 ,KWeclewski,KWeclewski,Resolved,APPS 4.3,,,,,,,,,APPS 4.2,,,,,,,,,,,CDD Investigation,,,,,,,,,,,,,,,4.2.0.0,05/Feb/2016 02:08 PM,Fixed
